Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/08 10:24:19 PM GMT+5:30,60,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Rarely,High shipping costs,Sometimes,Yes,Never,Yes,1,No,2,4,All the above,User interface of app,772805
2023/06/08 3:29:26 AM GMT+5:30,8,Female,Multiple times a week,Beauty and Personal Care,No,Few times a week,Filter,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,1,Yes,1,3,All the above,Nil,339017
2023/06/09 4:33:19 PM GMT+5:30,4,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,No,4,No,2,5,Product recommendations,Add more familiar brands to the list,507752
2023/06/07 12:23:07 PM GMT+5:30,58,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,nan,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,No,Never,Sometimes,3,Yes,3,5,.,Nothing,410571
2023/06/05 2:10:33 PM GMT+5:30,43,Others,Few times a month,Clothing and Fashion,Sometimes,Multiple times a day,nan,Multiple pages,4,Yes,Often,others,Rarely,Yes,Rarely,No,5,No,5,5,Product recommendations,Nothing,871757
2023/06/11 10:48:27 PM GMT+5:30,38,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,4,Yes,Never,High shipping costs,Sometimes,No,Heavily,Sometimes,2,No,1,3,Quick delivery,better app interface and lower shipping charges,911979
2023/06/06 6:43:32 PM GMT+5:30,8,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,First page,1,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,1,Sometimes,3,1,User-friendly website/app interface,Product quality and accuracy,889185
2023/06/12 3:27:59 PM GMT+5:30,37,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Filter,First page,3,No,Sometimes,others,Often,Yes,Occasionally,Sometimes,5,No,1,4,.,Product quality and accuracy,909111
2023/06/07 10:16:22 PM GMT+5:30,51,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,categories,Multiple pages,5,Yes,Often,High shipping costs,Never,No,Heavily,Sometimes,2,No,4,5,Customer service ,Customer service responsiveness,123280
2023/06/05 2:17:45 PM GMT+5:30,30,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,Keyword,First page,5,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,No,5,No,2,4,Product recommendations,Quality of product is very poor according to the big offers,653308
2023/06/05 1:35:41 PM GMT+5:30,9,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,4,Sometimes,4,1,Wide product selection,No problems with Amazon,949176
2023/06/07 9:25:35 AM GMT+5:30,31,Female,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,2,No,Never,others,Rarely,Yes,Occasionally,Sometimes,4,Sometimes,2,5,Customer service ,Quality of product is very poor according to the big offers,201192
2023/06/09 9:34:44 AM GMT+5:30,7,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,others,First page,1,Yes,Always,Found a better price elsewhere,Never,No,Never,Sometimes,4,Sometimes,2,2,All the above,Nothing,344198
2023/06/07 9:25:35 AM GMT+5:30,14,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple times a day,categories,First page,3,Maybe,Never,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,1,Yes,1,3,Product recommendations,Quality of product is very poor according to the big offers,290492
2023/06/07 6:29:14 PM GMT+5:30,30,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,Multiple pages,2,No,Always,High shipping costs,Sometimes,No,Moderately,Sometimes,3,Sometimes,1,4,User-friendly website/app interface,UI,361818
2023/06/11 11:20:57 PM GMT+5:30,46,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,First page,3,Yes,Often,Found a better price elsewhere,Never,No,Rarely,Yes,3,No,3,1,Wide product selection,Nil,726037
2023/06/04 11:09:27 PM GMT+5:30,41,Female,Once a month,Home and Kitchen,No,Few times a month,Keyword,First page,5,No,Often,High shipping costs,Always,No,Occasionally,No,3,No,3,2,Customer service ,better app interface and lower shipping charges,925850
2023/06/07 10:41:10 PM GMT+5:30,65,Female,Once a month,Clothing and Fashion,No,Multiple times a day,Keyword,First page,3,Yes,Often,Found a better price elsewhere,Always,Yes,Occasionally,Sometimes,2,No,1,1,Customer service ,Nil,272559
2023/06/12 2:49:47 PM GMT+5:30,45,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Filter,First page,4,Maybe,Always,High shipping costs,Rarely,No,Heavily,No,4,No,1,2,Customer service ,Customer service responsiveness,681954
2023/06/09 4:28:58 PM GMT+5:30,18,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,2,Yes,Never,High shipping costs,Always,Yes,Heavily,No,4,Yes,1,4,Quick delivery,I don't have any problem with Amazon,275574
2023/06/04 9:10:08 PM GMT+5:30,51,Others,Once a month,Clothing and Fashion,Yes,Multiple times a day,nan,First page,3,No,Never,others,Often,Yes,Moderately,Yes,1,No,1,2,Wide product selection,I don't have any problem with Amazon,794254
2023/06/07 1:00:08 PM GMT+5:30,5,Male,Few times a month,Clothing and Fashion,No,Multiple times a day,categories,First page,2,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,1,Yes,5,4,Customer service ,Product quality and accuracy,569157
2023/06/09 4:33:19 PM GMT+5:30,19,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,First page,2,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,2,Yes,4,2,.,Scrolling option would be much better than going to next page,174079
2023/06/12 3:59:10 PM GMT+5:30,37,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,1,Yes,Often,High shipping costs,Never,No,Rarely,Sometimes,1,Sometimes,3,2,Wide product selection,better app interface and lower shipping charges,576206
2023/06/06 6:43:32 PM GMT+5:30,50,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword,First page,1,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,4,2,Customer service,Customer service responsiveness,417229
2023/06/07 12:01:15 PM GMT+5:30,44,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,nan,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Always,No,Occasionally,Yes,2,Sometimes,4,4,.,User interface ,545405
2023/06/07 10:07:42 PM GMT+5:30,15,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,nan,First page,3,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,5,Yes,5,5,Competitive prices,Scrolling option would be much better than going to next page,971092
2023/06/08 5:30:12 PM GMT+5:30,36,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Keyword,First page,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Sometimes,4,No,3,5,All the above,.,418021
2023/06/08 5:19:41 PM GMT+5:30,17,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Filter,First page,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,2,Sometimes,4,3,User-friendly website/app interface,Shipping speed and reliability,226649
2023/06/11 11:20:18 PM GMT+5:30,55,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,Sometimes,4,5,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,575180
2023/06/07 9:25:35 AM GMT+5:30,58,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,others,First page,1,No,Often,High shipping costs,Never,No,Moderately,No,1,Yes,2,2,Customer service,Nil,846821
2023/06/04 8:00:11 PM GMT+5:30,52,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,No,1,Sometimes,2,5,Customer service ,Customer service responsiveness,918632
2023/06/06 11:49:21 AM GMT+5:30,45,Others,Less than once a month,Beauty and Personal Care;others,Sometimes,Rarely,nan,Multiple pages,1,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,4,Sometimes,1,5,Competitive prices,Irrelevant product suggestions,524592
2023/06/09 10:24:58 AM GMT+5:30,59,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,others,Multiple pages,1,Yes,Often,others,Sometimes,Yes,Occasionally,No,2,No,5,1,Competitive prices,Nil,220064
2023/06/08 2:21:41 PM GMT+5:30,41,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,5,Maybe,Often,others,Always,No,Heavily,Sometimes,4,No,1,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,979208
2023/06/05 2:56:10 AM GMT+5:30,4,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Sometimes,2,3,Quick delivery,Reducing packaging waste,220422
2023/06/04 10:37:00 PM GMT+5:30,45,Others,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,First page,3,Yes,Never,others,Sometimes,Yes,Rarely,Yes,5,No,5,2,Product recommendations,Nil,926517
2023/06/11 11:09:33 PM GMT+5:30,53,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,nan,Multiple pages,2,Maybe,Never,High shipping costs,Always,Yes,Heavily,Sometimes,3,Yes,4,4,All the above,No problems with Amazon,743448
2023/06/05 10:37:36 AM GMT+5:30,64,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Filter,First page,2,No,Sometimes,others,Rarely,No,Heavily,No,4,No,3,5,Competitive prices,Reducing packaging waste,627838
2023/06/07 6:30:43 PM GMT+5:30,4,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,3,Yes,Never,Found a better price elsewhere,Always,No,Heavily,Yes,5,Sometimes,5,3,Customer service,.,184290
2023/06/11 11:28:26 PM GMT+5:30,33,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,Multiple pages,5,No,Often,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,5,Yes,5,2,Customer service,better app interface and lower shipping charges,851844
2023/06/11 10:52:06 PM GMT+5:30,29,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,nan,First page,1,Yes,Rarely,High shipping costs,Sometimes,Yes,Rarely,Yes,2,No,4,3,All the above,Product quality and accuracy,132974
2023/06/08 5:59:25 PM GMT+5:30,19,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,First page,2,No,Rarely,High shipping costs,Always,No,Moderately,No,1,No,1,3,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,123101
2023/06/07 5:58:12 PM GMT+5:30,33,Female,Less than once a month,others,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,2,No,5,3,Wide product selection,better app interface and lower shipping charges,429187
2023/06/09 4:31:33 PM GMT+5:30,5,Prefer not to say,Once a week,others,Yes,Multiple times a day,Filter,Multiple pages,5,Yes,Often,High shipping costs,Always,Yes,Moderately,Sometimes,5,No,3,3,Wide product selection,Quality of product is very poor according to the big offers,495288
2023/06/07 10:10:58 PM GMT+5:30,24,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,First page,5,Maybe,Never,High shipping costs,Rarely,Yes,Moderately,Sometimes,4,Yes,2,5,All the above,I don't have any problem with Amazon,837831
2023/06/09 7:22:11 PM GMT+5:30,40,Male,Few times a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,4,Yes,Often,others,Sometimes,No,Occasionally,No,1,Sometimes,2,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,285095
2023/06/11 11:08:35 PM GMT+5:30,17,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,others,Multiple pages,5,Maybe,Rarely,others,Rarely,No,Rarely,No,5,No,3,5,Customer service ,Customer service responsiveness,977144
2023/06/08 5:23:05 PM GMT+5:30,65,Male,Multiple times a week,Home and Kitchen,No,Rarely,Filter,First page,5,Maybe,Always,others,Sometimes,Yes,Moderately,Sometimes,5,Yes,3,5,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,590079
2023/06/06 7:42:51 PM GMT+5:30,22,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Sometimes,4,1,Wide product selection,Shipping speed and reliability,886488
2023/06/06 4:25:49 PM GMT+5:30,46,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Keyword,First page,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,5,No,5,5,User-friendly website/app interface,I don't have any problem with Amazon,541525
2023/06/11 11:06:52 PM GMT+5:30,53,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,others,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Yes,4,Yes,3,1,Competitive prices,Quality of product is very poor according to the big offers,552825
2023/06/11 10:52:06 PM GMT+5:30,58,Others,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,5,Yes,4,1,Product recommendations,Irrelevant product suggestions,378667
2023/06/12 2:48:55 PM GMT+5:30,45,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,1,Maybe,Rarely,High shipping costs,Often,No,Never,Sometimes,4,Yes,2,1,Quick delivery,User interface ,366236
2023/06/06 2:07:12 PM GMT+5:30,56,Others,Once a month,Clothing and Fashion;others,Yes,Multiple times a day,others,Multiple pages,2,Maybe,Rarely,High shipping costs,Never,No,Heavily,Yes,3,Sometimes,2,3,Product recommendations,Shipping speed and reliability,903759
2023/06/06 7:31:34 PM GMT+5:30,35,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,3,Yes,1,4,Competitive prices,User interface ,401761
2023/06/08 10:24:19 PM GMT+5:30,8,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,First page,2,No,Never,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,2,Sometimes,2,4,Quick delivery,Nil,954796
2023/06/06 10:36:14 AM GMT+5:30,31,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Never,Sometimes,5,Sometimes,3,5,User-friendly website/app interface,Shipping speed and reliability,428764
2023/06/09 10:23:45 AM GMT+5:30,4,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Keyword,First page,1,No,Never,Found a better price elsewhere,Always,No,Occasionally,Yes,2,No,5,4,Wide product selection,better app interface and lower shipping charges,464011
2023/06/07 11:46:52 AM GMT+5:30,41,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,nan,First page,2,Maybe,Always,Found a better price elsewhere,Always,No,Rarely,Sometimes,3,Sometimes,3,2,Wide product selection,better app interface and lower shipping charges,465221
2023/06/08 6:39:59 PM GMT+5:30,38,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,No,Always,others,Rarely,No,Never,No,3,Yes,3,1,Customer service,UI,554494
2023/06/07 9:19:32 PM GMT+5:30,33,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,others,Multiple pages,3,No,Always,others,Never,Yes,Rarely,Sometimes,5,No,5,3,Customer service ,Reducing packaging waste,727281
2023/06/06 7:18:52 PM GMT+5:30,7,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,First page,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,No,5,3,Wide product selection,Customer service responsiveness,990360
2023/06/06 8:01:47 PM GMT+5:30,48,Male,Once a month,Clothing and Fashion;others,Yes,Rarely,nan,First page,1,No,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,3,Yes,3,3,.,Nil,838889
2023/06/11 11:10:14 PM GMT+5:30,65,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,Multiple pages,5,No,Rarely,others,Often,Yes,Heavily,Yes,3,Yes,1,4,Customer service ,Reducing packaging waste,606907
2023/06/09 10:26:51 AM GMT+5:30,15,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,categories,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,1,Sometimes,3,5,User-friendly website/app interface,Product quality and accuracy,582156
2023/06/08 5:39:54 PM GMT+5:30,58,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,First page,3,No,Always,Found a better price elsewhere,Sometimes,No,Rarely,Yes,3,Sometimes,1,2,Customer service ,Nothing,124242
2023/06/09 2:42:24 PM GMT+5:30,12,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,3,Yes,Rarely,others,Often,No,Occasionally,Sometimes,2,No,3,3,Wide product selection,Nil,937223
2023/06/04 10:37:00 PM GMT+5:30,6,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,No,2,2,Competitive prices,Customer service responsiveness,720409
2023/06/07 1:00:09 PM GMT+5:30,61,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,others,First page,4,Yes,Often,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,1,Yes,4,4,Product recommendations,Shipping speed and reliability,682952
2023/06/09 4:31:33 PM GMT+5:30,38,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,nan,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Rarely,Yes,2,Sometimes,4,3,Competitive prices,better app interface and lower shipping charges,636592
2023/06/04 8:48:59 PM GMT+5:30,59,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,Multiple pages,5,Maybe,Never,High shipping costs,Rarely,Yes,Occasionally,Yes,4,No,5,3,Competitive prices,I don't have any problem with Amazon,450488
2023/06/05 9:58:17 PM GMT+5:30,3,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,nan,First page,4,Maybe,Never,others,Often,Yes,Heavily,No,2,No,5,2,Wide product selection,Scrolling option would be much better than going to next page,322984
2023/06/08 8:26:58 PM GMT+5:30,18,Male,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Rarely,Sometimes,1,Yes,1,3,User-friendly website/app interface,User interface ,293123
2023/06/07 3:08:03 AM GMT+5:30,35,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,categories,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,No,3,No,3,1,Wide product selection,User interface ,256411
2023/06/04 6:31:41 PM GMT+5:30,61,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword,First page,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,5,No,3,3,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,902719
2023/06/09 9:31:57 AM GMT+5:30,9,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,others,First page,1,Yes,Always,High shipping costs,Rarely,Yes,Moderately,Yes,2,Yes,1,2,All the above,Shipping speed and reliability,224992
2023/06/07 10:20:09 PM GMT+5:30,46,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Never,No,4,No,2,1,Quick delivery,Customer service responsiveness,174407
2023/06/09 3:00:03 PM GMT+5:30,65,Others,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,1,No,Never,Changed my mind or no longer need the item,Never,Yes,Rarely,No,2,Yes,4,5,.,No problems with Amazon,292978
2023/06/04 8:39:53 PM GMT+5:30,22,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,nan,First page,2,Maybe,Always,High shipping costs,Rarely,No,Occasionally,Yes,2,No,1,3,Competitive prices,Nil,863238
2023/06/06 12:00:16 PM GMT+5:30,59,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a month,nan,First page,2,Maybe,Never,Found a better price elsewhere,Always,No,Rarely,Yes,4,No,4,2,All the above,Shipping speed and reliability,197090
2023/06/09 2:41:53 PM GMT+5:30,16,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,nan,First page,5,Maybe,Always,High shipping costs,Sometimes,Yes,Moderately,Yes,1,No,3,2,Competitive prices,UI,556881
2023/06/09 7:24:57 PM GMT+5:30,31,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,3,No,Often,Found a better price elsewhere,Always,Yes,Rarely,No,5,No,5,5,Product recommendations,No problems with Amazon,711071
2023/06/05 9:56:58 AM GMT+5:30,58,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,others,First page,3,Yes,Never,Found a better price elsewhere,Always,No,Heavily,Yes,2,Sometimes,4,4,Wide product selection,Irrelevant product suggestions,877624
2023/06/07 12:01:15 PM GMT+5:30,57,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,2,Maybe,Often,others,Always,No,Moderately,Yes,2,Sometimes,1,3,Product recommendations,Irrelevant product suggestions,223075
2023/06/07 10:16:22 PM GMT+5:30,50,Prefer not to say,Once a month,Clothing and Fashion;others,Yes,Few times a week,others,First page,5,Yes,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,No,2,2,User-friendly website/app interface,Nil,101141
2023/06/06 7:10:14 PM GMT+5:30,47,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,others,First page,2,No,Never,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,2,2,All the above,.,694180
2023/06/11 9:31:41 AM GMT+5:30,9,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,1,Maybe,Often,others,Sometimes,Yes,Heavily,Yes,2,No,4,2,Customer service,Reducing packaging waste,747548
2023/06/08 5:37:58 PM GMT+5:30,6,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,Filter,First page,4,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,No,5,Yes,2,4,All the above,Product quality and accuracy,527994
2023/06/04 10:37:00 PM GMT+5:30,43,Female,Few times a month,Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,5,No,Always,others,Sometimes,No,Moderately,No,2,Yes,4,5,All the above,Customer service responsiveness,817828
2023/06/07 7:17:13 PM GMT+5:30,43,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,nan,First page,5,Maybe,Always,High shipping costs,Often,No,Rarely,Sometimes,4,Yes,3,3,Wide product selection,Quality of product is very poor according to the big offers,406879
2023/06/07 9:18:55 PM GMT+5:30,25,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,others,First page,2,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,4,Yes,2,5,User-friendly website/app interface,UI,816069
2023/06/07 2:40:30 PM GMT+5:30,47,Prefer not to say,Less than once a month,Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,No,5,Sometimes,3,1,Wide product selection,Nothing,429205
2023/06/05 12:36:02 AM GMT+5:30,25,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,categories,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,5,No,1,3,Customer service ,Customer service responsiveness,507272
2023/06/06 6:46:21 PM GMT+5:30,28,Prefer not to say,Once a week,Clothing and Fashion,No,Few times a month,others,First page,4,No,Never,Changed my mind or no longer need the item,Never,No,Occasionally,No,5,No,2,2,Customer service,Scrolling option would be much better than going to next page,116316
2023/06/04 9:48:15 PM GMT+5:30,62,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,5,No,Always,High shipping costs,Never,No,Rarely,No,4,Sometimes,5,4,Wide product selection,Add more familiar brands to the list,611044
